food_en,food_ja,source_id,direction,quote,condition,sublabel
daikon,大根,macrobiotic_rashinban,neutral,大根,,
duck meat,鴨,macrobiotic_rashinban,warm,鴨,,
egg,卵,macrobiotic_rashinban,warm,卵,,
eggplant,ナス,macrobiotic_rashinban,cool,ナス,,
freeze-dried tofu,高野豆腐,macrobiotic_rashinban,neutral,高野豆腐,,
frozen food,冷凍食品,macrobiotic_rashinban,cool,冷凍食品,,category
ganmodoki (fried tofu fritter),がんもどき,macrobiotic_rashinban,neutral,がんもどき,,
green onion,ネギ,macrobiotic_rashinban,neutral,ネギ,,
hijiki,ひじき,macrobiotic_rashinban,neutral,ひじき,,
hojicha,三年番茶,macrobiotic_rashinban,neutral,三年番茶,,
ice cream,アイスクリーム,macrobiotic_rashinban,cool,アイスクリーム,,
jinenjo,ジネンジョ,macrobiotic_rashinban,warm,ジネンジョ,,
komatsuna,小松菜,macrobiotic_rashinban,neutral,小松菜,,
kombu,昆布,macrobiotic_rashinban,neutral,昆布,,
leafy vegetable,葉菜,macrobiotic_rashinban,neutral,葉菜,,category
legumes,豆類,macrobiotic_rashinban,neutral,豆類,,category
lotus root,蓮根,macrobiotic_rashinban,neutral,蓮根,,
malt syrup,麦あめ,macrobiotic_rashinban,neutral,麦あめ,,
mango,マンゴー,macrobiotic_rashinban,cool,マンゴー,,
mild (low-stimulant) beverages,刺激の強くない飲み物,macrobiotic_rashinban,neutral,刺激の強くない飲み物,,category
milk,牛乳,macrobiotic_rashinban,cool,牛乳,,
miso,味噌,macrobiotic_rashinban,neutral,味噌,,
nightshade family,ナス科,macrobiotic_rashinban,cool,ナス科,,category
nori,のり,macrobiotic_rashinban,neutral,のり,,
nuts,ナッツ類,macrobiotic_rashinban,neutral,ナッツ類,,category
onion,玉ねぎ,macrobiotic_rashinban,warm,玉ねぎ,,
papaya,パパイヤ,macrobiotic_rashinban,cool,パパイヤ,,
pheasant,きじ,macrobiotic_rashinban,warm,きじ,,
pork,豚,macrobiotic_rashinban,warm,豚,,
potato,ジャガイモ,macrobiotic_rashinban,cool,ジャガイモ,,
pumpkin,カボチャ,macrobiotic_rashinban,warm,北海道のカボチャが一番陽性なのです,,
refined grains,精製した穀物,macrobiotic_rashinban,cool,精製した穀物,,category
refined sweeteners,精製した甘味料,macrobiotic_rashinban,cool,精製した甘味料,,category
rice syrup,米あめ,macrobiotic_rashinban,neutral,米あめ,,
root vegetable,根菜,macrobiotic_rashinban,warm,下に向かって育つにんじんは陽性と言えます。この性質から、一般的に根菜類は陽性と言えます。,,category
salt,あら塩,macrobiotic_rashinban,neutral,あら塩,,
salt,精製塩,macrobiotic_rashinban,warm,精製塩,,
seafood,魚介,macrobiotic_rashinban,warm,魚介,,category
sesame,胡麻,macrobiotic_rashinban,neutral,胡麻,,
soy sauce,醤油,macrobiotic_rashinban,neutral,醤油,,
spices,香辛料,macrobiotic_rashinban,cool,香辛料,,category
spinach,ほうれん草,macrobiotic_rashinban,cool,"「ナトリウムを消す」（＝食べると
陰性になってしまう）",,
sweet potato,さつまいも,macrobiotic_rashinban,cool,さつまいも,,
taro,里芋,macrobiotic_rashinban,cool,里芋,,
temperate fruits,温帯性の果物,macrobiotic_rashinban,neutral,温帯性の果物,,category
tofu,豆腐,macrobiotic_rashinban,neutral,豆腐,,
tomato,トマト,macrobiotic_rashinban,cool,トマト,,
tsukemono,たくあん,macrobiotic_rashinban,neutral,たくあん,,
tuber vegetable,いも類,macrobiotic_rashinban,cool,いも類やナス科の植物は陰性が強い,,category
umeboshi,梅干し,macrobiotic_rashinban,neutral,梅干し,,
unrefined natural sweeteners,精製していない自然甘味料,macrobiotic_rashinban,neutral,精製していない自然甘味料,,category
vegetable oil,植物油,macrobiotic_rashinban,neutral,植物油,,category
vinegar,酢,macrobiotic_rashinban,cool,香辛料をきかせたり酢を使ったりすると陰性になります,,
wakame,わかめ,macrobiotic_rashinban,neutral,わかめ,,
watermelon,スイカ,macrobiotic_rashinban,cool,スイカやキュウリなど、暑くなると自然に食べたくなるものは陰性であることが多いです,,
white rice,白米,macrobiotic_rashinban,cool,白米,,
white sugar,砂糖,macrobiotic_rashinban,cool,砂糖,,
whole grains,全粒穀物,macrobiotic_rashinban,neutral,全粒穀物,,category
yogurt,ヨーグルト,macrobiotic_rashinban,cool,ヨーグルト,,
almond,アーモンド,oitr,warm,寒い地域で育つ果物・種実類は体を温めるとされる。ビタミンEも豊富で内側からのめぐりをサポート,,category:寒冷地の果物・ナッツ
amazake,甘酒,oitr,warm,味噌・納豆・甘酒・キムチ・ぬか漬け・塩麹,,
apple,りんご,oitr,warm,寒い地域で育つ果物・種実類は体を温めるとされる。ビタミンEも豊富で内側からのめぐりをサポート,,category:寒冷地の果物・ナッツ
aromatic condiments,薬味,oitr,warm,体を温める食材は根菜・薬味（生姜・ねぎ）,,category
aromatic vegetables,香味野菜,oitr,warm,薬味・香味野菜,,category
aromatic vegetables and flavorings,薬味・香味野菜,oitr,warm,生姜のジンゲロール・ショウガオールは内側からのめぐりが期待される代表的な温活食材,,category
banana,バナナ,oitr,cool,"❄️ 南国の果物（バナナ・マンゴー・パイナップル・キウイ）
→ 温かい地域の果物は陰性食品に分類される。",,
bitter melon,ゴーヤ,oitr,cool,"❄️ 夏野菜（トマト・きゅうり・なす・ゴーヤ）
→ 暑い地域・季節に育つ野菜は体を冷やす傾向がある。",,
black sesame,黒ごま,oitr,warm,寒い地域で育つ果物・種実類は体を温めるとされる。ビタミンEも豊富で内側からのめぐりをサポート,,category:寒冷地の果物・ナッツ
burdock,ごぼう,oitr,warm,にんじん・ごぼう・れんこん・かぼちゃ・さつまいも・大根などの根菜は、地中で育ち冬に旬を迎えるものが多く、体を温める代表的な食材とされています。,,
canned sardine,いわし缶,oitr,warm,🐟 サバ缶・いわし缶,,dish
carrot,にんじん,oitr,warm,にんじん・ごぼう・れんこん・かぼちゃ・さつまいも・大根などの根菜は、地中で育ち冬に旬を迎えるものが多く、体を温める代表的な食材とされています。,,
chicken,鶏肉,oitr,warm,体を温める食材は根菜・薬味（生姜・ねぎ）・発酵食品（味噌・納豆）・スパイス・たんぱく質（鶏肉・青魚・卵）の5カテゴリが基本です。,,
chili pepper,唐辛子,oitr,warm,唐辛子に含まれるカプサイシンは、体を内側からアクティブに温める働きが注目されており、体が温まりやすいのが特徴です。,,
cinnamon,シナモン,oitr,warm,シナモンは香りで満足感が得やすく、体を温める食材として親しまれており、紅茶・コーヒー・ヨーグルトにかけるだけで手軽に取り入れられます。,,
cold-region fruit,寒冷地の果物,oitr,warm,寒冷地の果物・ナッツ,,category
cold-region fruits and nuts,寒冷地の果物・ナッツ,oitr,warm,寒い地域で育つ果物・種実類は体を温めるとされる。ビタミンEも豊富で内側からのめぐりをサポート,,category
cucumber,きゅうり,oitr,cool,"❄️ 夏野菜（トマト・きゅうり・なす・ゴーヤ）
→ 暑い地域・季節に育つ野菜は体を冷やす傾向がある。",,
cup miso soup,カップ味噌汁,oitr,warm,🍵 カップ味噌汁・即席スープ,,dish
curry powder,カレー粉,oitr,warm,体を温める食材は薬膳の考え方に基づき「陽性食品」と分類されます。,,category:スパイス・調味料
daikon,大根,oitr,warm,にんじん・ごぼう・れんこん・かぼちゃ・さつまいも・大根などの根菜は、地中で育ち冬に旬を迎えるものが多く、体を温める代表的な食材とされています。,,
egg,卵,oitr,warm,体を温める食材は根菜・薬味（生姜・ねぎ）・発酵食品（味噌・納豆）・スパイス・たんぱく質（鶏肉・青魚・卵）の5カテゴリが基本です。,,
eggplant,なす,oitr,cool,"❄️ 夏野菜（トマト・きゅうり・なす・ゴーヤ）
→ 暑い地域・季節に育つ野菜は体を冷やす傾向がある。",,
fermented foods,発酵食品,oitr,warm,「色が濃い・辛い・発酵している」食材は体を温めやすいとされています。,,category
garlic,にんにく,oitr,warm,生姜・にんにく・ねぎ・玉ねぎ・にら・みょうが,,
ginger,生姜,oitr,warm,生姜に含まれるジンゲロール（生の状態）とショウガオール（加熱・乾燥後）は体を内側からぽかぽかに温める働きが期待されています。,,
grape,ぶどう,oitr,warm,寒い地域で育つ果物・種実類は体を温めるとされる。ビタミンEも豊富で内側からのめぐりをサポート,,category:寒冷地の果物・ナッツ
green onion,ねぎ,oitr,warm,体を温める食材は根菜・薬味（生姜・ねぎ）・発酵食品（味噌・納豆）・スパイス・たんぱく質（鶏肉・青魚・卵）の5カテゴリが基本です。,,
instant soup,即席スープ,oitr,warm,🍵 カップ味噌汁・即席スープ,,dish
jujube,なつめ,oitr,warm,寒い地域で育つ果物・種実類は体を温めるとされる。ビタミンEも豊富で内側からのめぐりをサポート,,category:寒冷地の果物・ナッツ
kimchi,キムチ,oitr,warm,温活食材の中でも「腸活×温活」の相乗効果が期待できるカテゴリです。,,category:発酵食品
kiwi,キウイ,oitr,cool,"❄️ 南国の果物（バナナ・マンゴー・パイナップル・キウイ）
→ 温かい地域の果物は陰性食品に分類される。",,
lotus root,れんこん,oitr,warm,にんじん・ごぼう・れんこん・かぼちゃ・さつまいも・大根などの根菜は、地中で育ち冬に旬を迎えるものが多く、体を温める代表的な食材とされています。,,
mackerel,サバ,oitr,warm,鶏肉・豚肉・サバ・イワシ・卵・大豆製品（豆腐・納豆）,,
mango,マンゴー,oitr,cool,"❄️ 南国の果物（バナナ・マンゴー・パイナップル・キウイ）
→ 温かい地域の果物は陰性食品に分類される。",,
miso,味噌,oitr,warm,体を温める食材は根菜・薬味（生姜・ねぎ）・発酵食品（味噌・納豆）・スパイス・たんぱく質（鶏肉・青魚・卵）の5カテゴリが基本です。,,
mixed nuts,ミックスナッツ,oitr,warm,🥜 ミックスナッツ,,
myoga,みょうが,oitr,warm,生姜のジンゲロール・ショウガオールは内側からのめぐりが期待される代表的な温活食材,,category:薬味・香味野菜
natto,納豆,oitr,warm,体を温める食材は根菜・薬味（生姜・ねぎ）・発酵食品（味噌・納豆）・スパイス・たんぱく質（鶏肉・青魚・卵）の5カテゴリが基本です。,,
nira,にら,oitr,warm,生姜のジンゲロール・ショウガオールは内側からのめぐりが期待される代表的な温活食材,,category:薬味・香味野菜
nukazuke,ぬか漬け,oitr,warm,温活食材の中でも「腸活×温活」の相乗効果が期待できるカテゴリです。,,category:発酵食品
nuts,ナッツ,oitr,warm,寒い地域で育つ果物・種実類は体を温めるとされる。ビタミンEも豊富で内側からのめぐりをサポート,,category:寒冷地の果物・ナッツ
oily/blue-backed fish,青魚,oitr,warm,体を温める食材は根菜・薬味（生姜・ねぎ）・発酵食品（味噌・納豆）・スパイス・たんぱく質（鶏肉・青魚・卵）の5カテゴリが基本です。,,category
onion,玉ねぎ,oitr,warm,生姜のジンゲロール・ショウガオールは内側からのめぐりが期待される代表的な温活食材,,category:薬味・香味野菜
pepper,こしょう,oitr,warm,シナモン・唐辛子・こしょう・カレー粉・山椒・ごま,,
pineapple,パイナップル,oitr,cool,"❄️ 南国の果物（バナナ・マンゴー・パイナップル・キウイ）
→ 温かい地域の果物は陰性食品に分類される。",,
pork,豚肉,oitr,warm,筋肉量を維持するために良質なたんぱく質を毎日摂ることが、長期的な温活の土台になります。,,category:たんぱく質
protein-rich foods,たんぱく質,oitr,warm,温活食材の基本は根菜・生姜・発酵食品・スパイス・たんぱく質の5カテゴリ,,category
pumpkin,かぼちゃ,oitr,warm,にんじん・ごぼう・れんこん・かぼちゃ・さつまいも・大根などの根菜は、地中で育ち冬に旬を迎えるものが多く、体を温める代表的な食材とされています。,,
quality protein,良質なたんぱく質,oitr,warm,筋肉量を維持するために良質なたんぱく質を毎日摂ることが、長期的な温活の土台になります。,,category
refined foods,精製食品,oitr,cool,"❄️ 白砂糖・精製食品
→ 過剰摂取が血糖値の急上昇→急降下を招き、血行・体温調節に影響するとされる",,category
root and winter vegetables,根菜・冬野菜,oitr,warm,「寒い地域・季節に育つもの（根菜・冬野菜）は温め」,,category
root vegetables,根菜,oitr,warm,にんじん・ごぼう・れんこん・かぼちゃ・さつまいも・大根などの根菜は、地中で育ち冬に旬を迎えるものが多く、体を温める代表的な食材とされています。,,category
salad chicken,サラダチキン,oitr,warm,🥚 ゆで卵・サラダチキン,,dish
sansho,山椒,oitr,warm,体を温める食材は薬膳の考え方に基づき「陽性食品」と分類されます。,,category:スパイス・調味料
sardine,イワシ,oitr,warm,筋肉量を維持するために良質なたんぱく質を毎日摂ることが、長期的な温活の土台になります。,,category:たんぱく質
seasonings,調味料,oitr,warm,スパイス・調味料,,category
seeds and nuts,種実類,oitr,warm,寒い地域で育つ果物・種実類は体を温めるとされる。ビタミンEも豊富で内側からのめぐりをサポート,,category
sesame,ごま,oitr,warm,体を温める食材は薬膳の考え方に基づき「陽性食品」と分類されます。,,category:スパイス・調味料
shio koji,塩麹,oitr,warm,温活食材の中でも「腸活×温活」の相乗効果が期待できるカテゴリです。,,category:発酵食品
spices,スパイス,oitr,warm,体を温める食材は根菜・薬味（生姜・ねぎ）・発酵食品（味噌・納豆）・スパイス・たんぱく質（鶏肉・青魚・卵）の5カテゴリが基本です。,,category
spices and seasonings,スパイス・調味料,oitr,warm,体を温める食材は薬膳の考え方に基づき「陽性食品」と分類されます。,,category
summer vegetables,夏野菜,oitr,cool,"❄️ 夏野菜（トマト・きゅうり・なす・ゴーヤ）
→ 暑い地域・季節に育つ野菜は体を冷やす傾向がある。",,category
sweet potato,さつまいも,oitr,warm,にんじん・ごぼう・れんこん・かぼちゃ・さつまいも・大根などの根菜は、地中で育ち冬に旬を迎えるものが多く、体を温める代表的な食材とされています。,,
tofu,豆腐,oitr,warm,筋肉量を維持するために良質なたんぱく質を毎日摂ることが、長期的な温活の土台になります。,,category:たんぱく質
tomato,トマト,oitr,cool,"❄️ 夏野菜（トマト・きゅうり・なす・ゴーヤ）
→ 暑い地域・季節に育つ野菜は体を冷やす傾向がある。",,
tropical fruits,南国果物,oitr,cool,「暑い地域・季節に育つもの（夏野菜・南国果物）は冷やす」という傾向があります,,category
walnut,くるみ,oitr,warm,寒い地域で育つ果物・種実類は体を温めるとされる。ビタミンEも豊富で内側からのめぐりをサポート,,category:寒冷地の果物・ナッツ
white sugar,白砂糖,oitr,cool,"❄️ 白砂糖・精製食品
→ 過剰摂取が血糖値の急上昇→急降下を招き、血行・体温調節に影響するとされる",,
winter vegetables,冬野菜,oitr,warm,寒い地域・季節に育つもの（根菜・冬野菜）は温め,,category
adzuki bean,小豆,onkatsu_note,warm,└小豆・黒豆・かぼちゃ・にんじん・ひじきなど,,
alcohol,アルコール,onkatsu_note,cool,アルコール自体は一時的に温かく感じても深部体温を下げることがあるため、飲みすぎには注意が必要です。,,category
amazake,甘酒,onkatsu_note,warm,冷え対策に向いている飲み物,,
banana,バナナ,onkatsu_note,cool,"南国育ちの食材（バナナ・マンゴー・きゅうり・トマトなど）は体を冷やす性質がある
とされています。夏野菜は食べる量を控えめにするか、加熱して食べるなどの工夫が必要です。季節に合わせた旬の食材選びが、自然な温活につながります。",,
beer,ビール,onkatsu_note,cool,ビールや炭酸系カクテルは体を冷やしやすい,,
black soybean,黒豆,onkatsu_note,warm,"温める性質があるとされる食材の色の目安
赤・黒・オレンジ
└小豆・黒豆・かぼちゃ・にんじん・ひじきなど
発酵食品
└味噌・納豆・ぬか漬け（腸内環境を整えて代謝をサポートするとされています）",,
black soybean tea,黒豆茶,onkatsu_note,warm,冷え対策に向いている飲み物,,
burdock,ごぼう,onkatsu_note,warm,"おすすめの根菜類
にんじん・ごぼう・れんこん・大根・山芋・さつまいも",,
carbonated cocktail,炭酸系カクテル,onkatsu_note,cool,ビールや炭酸系カクテルは体を冷やしやすい,,category
carrot,にんじん,onkatsu_note,warm,"土の中で育つ野菜は体を温める「陽」の性質を持つとされています。代表的な食材と活用方法を紹介します。
おすすめの根菜類
にんじん・ごぼう・れんこん・大根・山芋・さつまいも",,
cucumber,きゅうり,onkatsu_note,cool,"南国育ちの食材（バナナ・マンゴー・きゅうり・トマトなど）は体を冷やす性質がある
とされています。夏野菜は食べる量を控えめにするか、加熱して食べるなどの工夫が必要です。季節に合わせた旬の食材選びが、自然な温活につながります。",,
daikon,大根,onkatsu_note,warm,"おすすめの根菜類
にんじん・ごぼう・れんこん・大根・山芋・さつまいも",,
egg,ゆでたまご,onkatsu_note,warm,コンビニ温活フードの選び方,,
fennel,フェンネル,onkatsu_note,warm,血行をサポートするスパイスも、冷え対策に役立つとされています。,,
fermented foods,発酵食品,onkatsu_note,warm,発酵食品・腸活で体の内側から温活をサポートする,,category
fried food,揚げ物,onkatsu_note,cool,揚げ物・スイーツ・アイス類は内臓を冷やしやすい,,category
garlic,にんにく,onkatsu_note,warm,血行をサポートする食材（生姜・にんにく・ビタミンE）,,
ginger,生姜,onkatsu_note,warm,生姜は生で食べるよりも加熱することで温め成分が増すとされています。生の生姜に含まれる「ジンゲロール」は加熱により「ショウガオール」に変化し、体の芯から温める働きがあるとされています。,,
hijiki,ひじき,onkatsu_note,warm,"温める性質があるとされる食材の色の目安
赤・黒・オレンジ
└小豆・黒豆・かぼちゃ・にんじん・ひじきなど
発酵食品
└味噌・納豆・ぬか漬け（腸内環境を整えて代謝をサポートするとされています）",,
hojicha,ほうじ茶,onkatsu_note,warm,冷え対策に向いている飲み物,,
kombu,昆布,onkatsu_note,warm,具材は鮭・梅干し・昆布など陽性のものを,,
long pepper,ヒハツ,onkatsu_note,warm,血行をサポートするスパイスも、冷え対策に役立つとされています。,,
lotus root,れんこん,onkatsu_note,warm,"おすすめの根菜類
にんじん・ごぼう・れんこん・大根・山芋・さつまいも",,
mango,マンゴー,onkatsu_note,cool,"南国育ちの食材（バナナ・マンゴー・きゅうり・トマトなど）は体を冷やす性質がある
とされています。夏野菜は食べる量を控えめにするか、加熱して食べるなどの工夫が必要です。季節に合わせた旬の食材選びが、自然な温活につながります。",,
miso,味噌,onkatsu_note,warm,└味噌・納豆・ぬか漬け（腸内環境を整えて代謝をサポートするとされています）,,
natto,納豆,onkatsu_note,warm,"温める性質があるとされる食材の色の目安
赤・黒・オレンジ
└小豆・黒豆・かぼちゃ・にんじん・ひじきなど
発酵食品
└味噌・納豆・ぬか漬け（腸内環境を整えて代謝をサポートするとされています）",,
nukazuke,ぬか漬け,onkatsu_note,warm,"温める性質があるとされる食材の色の目安
赤・黒・オレンジ
└小豆・黒豆・かぼちゃ・にんじん・ひじきなど
発酵食品
└味噌・納豆・ぬか漬け（腸内環境を整えて代謝をサポートするとされています）",,
pork,豚肉,onkatsu_note,warm,豚汁の温活食材の組み合わせ例,,
pork miso soup,豚汁,onkatsu_note,warm,豚肉のビタミンB群・根菜の食物繊維・味噌の発酵成分が揃う豚汁は、一度に多くの温活食材を摂れる一品,,dish
pumpkin,かぼちゃ,onkatsu_note,warm,"温める性質があるとされる食材の色の目安
赤・黒・オレンジ
└小豆・黒豆・かぼちゃ・にんじん・ひじきなど
発酵食品
└味噌・納豆・ぬか漬け（腸内環境を整えて代謝をサポートするとされています）",,
red wine,赤ワイン,onkatsu_note,warm,アミノ酸を含む日本酒や、ポリフェノール豊富な赤ワインが比較的向いている,,
rice ball,おにぎり,onkatsu_note,warm,コンビニ温活フードの選び方,,dish
root vegetable soup,根菜スープ,onkatsu_note,warm,お米・根菜スープ・ゆでたまご,,dish
root vegetables,根菜,onkatsu_note,warm,根菜の温め効果,,category
sake,日本酒,onkatsu_note,warm,アミノ酸を含む日本酒や、ポリフェノール豊富な赤ワインが比較的向いている,,
salmon,鮭,onkatsu_note,warm,具材は鮭・梅干し・昆布など陽性のものを,,
sansho,山椒,onkatsu_note,warm,"山椒
└胃腸を温めて消化をサポートするとされています。鍋料理・焼き魚・汁物に◎",,
spices,スパイス,onkatsu_note,warm,血行をサポートするスパイスも、冷え対策に役立つとされています。,,category
star anise,八角,onkatsu_note,warm,血行をサポートするスパイスも、冷え対策に役立つとされています。,,
summer vegetables,夏野菜,onkatsu_note,cool,夏野菜は食べる量を控えめにするか、加熱して食べるなどの工夫が必要です,,category
sweet potato,さつまいも,onkatsu_note,warm,"おすすめの根菜類
にんじん・ごぼう・れんこん・大根・山芋・さつまいも",,
sweets,スイーツ,onkatsu_note,cool,揚げ物・スイーツ・アイス類は内臓を冷やしやすい,,category
tomato,トマト,onkatsu_note,cool,"南国育ちの食材（バナナ・マンゴー・きゅうり・トマトなど）は体を冷やす性質がある
とされています。夏野菜は食べる量を控えめにするか、加熱して食べるなどの工夫が必要です。季節に合わせた旬の食材選びが、自然な温活につながります。",,
umeboshi,梅干し,onkatsu_note,warm,具材は鮭・梅干し・昆布など陽性のものを,,
white rice,お米,onkatsu_note,warm,お米は体を温める性質があるとされています,,
yam,山芋,onkatsu_note,warm,"おすすめの根菜類
にんじん・ごぼう・れんこん・大根・山芋・さつまいも",,
acerola,アセロラ,prezo,warm,アセロラ,,
almond,アーモンド,prezo,warm,アーモンド,,
apple,りんご,prezo,warm,かぼちゃやにんじん、りんごなどは暖色系で体を温める代表的な食べ物,,
aromatic garnish vegetables,薬味野菜,prezo,warm,薬味野菜（ねぎやしょうがなど）,,category
banana,バナナ,prezo,cool,バナナやマンゴーなどは南国原産のフルーツで、水分量も多く体を冷やす食べ物ですが、,,
bancha,番茶,prezo,warm,"ほうじ茶（番茶）
などは寝る前に飲むと体が温まり",,
beef,牛肉,prezo,warm,牛肉,,
bell pepper,パプリカ,prezo,warm,パプリカ,,
black tea,紅茶,prezo,warm,"紅茶や中国茶、
ほうじ茶（番茶）
などは寝る前に飲むと体が温まり、眠りやすくなるとされています。",,
blue-skinned fish,青魚,prezo,warm,青魚（あじなど）,,category
broccoli,ブロッコリー,prezo,warm,ブロッコリー,,
brown rice,玄米,prezo,warm,玄米,,
buckwheat,そば,prezo,warm,そば,,
burdock,ごぼう,prezo,warm,にんじんやごぼうなどは体を温める代表的な根菜類です。,,
cabbage,キャベツ,prezo,cool,それに対してレタスやキャベツ、白菜、なすなどの地面の上で育つ野菜は、体を冷やす特徴を持つ傾向があります,,
carrot,にんじん,prezo,warm,にんじん,,
cheese,チーズ,prezo,warm,たとえば、さつまいもや小松菜、にら、チーズなどは体を温める食べ物のひとつです。,,
chemical seasonings,化学調味料,prezo,cool,化学調味料,,category
cherry,さくらんぼ,prezo,warm,さくらんぼ,,
chicken,鶏肉,prezo,warm,鶏肉,,
chili pepper,とうがらし,prezo,warm,とうがらし,,
chinese cabbage,白菜,prezo,cool,それに対してレタスやキャベツ、白菜、なすなどの地面の上で育つ野菜は、体を冷やす特徴を持つ傾向があります,,
chinese tea,中国茶,prezo,warm,"紅茶や中国茶、
ほうじ茶（番茶）
などは寝る前に飲むと体が温まり、眠りやすくなるとされています。",,category
cinnamon,シナモン,prezo,warm,シナモン,,
citrus,柑橘類,prezo,warm,柑橘類,,category
cocoa,ココア,prezo,warm,ココア,,
cucumber,きゅうり,prezo,cool,きゅうり,,
daikon,大根,prezo,cool,大根は冬が旬の根菜類ですが、水分が多いため体を冷やす食べ物に分類されます。,,
dried daikon,切り干し大根,prezo,warm,柿は干し柿に、大根は切り干し大根に加工することで、体を冷やす食べ物から体を温める食べ物に変わります。,,
dried fish,干物,prezo,warm,干物や乾物は体を温める特徴を持っていることがあります。,,category
dried goods,乾物,prezo,warm,干物や乾物は体を温める特徴を持っていることがあります。,,category
dried persimmon,干し柿,prezo,warm,柿は干し柿に、大根は切り干し大根に加工することで、体を冷やす食べ物から体を温める食べ物に変わります。,,
eel,うなぎ,prezo,warm,うなぎ,,
egg,卵,prezo,warm,卵,,
eggplant,なす,prezo,cool,それに対してレタスやキャベツ、白菜、なすなどの地面の上で育つ野菜は、体を冷やす特徴を持つ傾向があります,,
fermented foods,発酵食品,prezo,warm,根菜類や発酵食品は体を温めるものが多い,,category
fermented products,発酵商品,prezo,warm,根菜類や発酵商品は体を温める食べ物が多いので,,category
flaxseed oil,あまに油,prezo,warm,あまに油,,
ginger,しょうが,prezo,warm,しょうがには発汗を促す作用があり体の芯から温めてくれます,,
ginger black tea,ジンジャー入り紅茶,prezo,warm,ジンジャー入り紅茶,,dish
ginger tea,しょうが紅茶,prezo,warm,しょうが紅茶,,dish
grape,ぶどう,prezo,warm,ぶどう,,
green onion,ねぎ,prezo,warm,薬味野菜（ねぎやしょうがなど）,,
grilled fish,焼き魚,prezo,warm,体を温めるおすすめの料理には次のものがあります,,dish
hojicha,ほうじ茶,prezo,warm,"紅茶や中国茶、
ほうじ茶（番茶）
などは寝る前に飲むと体が温まり、眠りやすくなるとされています。",,
horse mackerel,あじ,prezo,warm,青魚（あじなど）,,
horse meat,馬肉,prezo,cool,豚肉や馬肉は体を冷やす傾向にあります,,
kimchi,キムチ,prezo,warm,チーズやキムチも体を温める発酵食品のひとつです。,,
komatsuna,小松菜,prezo,warm,たとえば、さつまいもや小松菜、にら、チーズなどは体を温める食べ物のひとつです。,,
lamb,羊肉,prezo,warm,羊肉は体を温める肉の代表,,
lettuce,レタス,prezo,cool,レタス,,
lotus root,れんこん,prezo,warm,れんこん,,
mandarin orange,みかん,prezo,warm,オレンジ、みかん,,
mango,マンゴー,prezo,cool,バナナやマンゴーなどは南国原産のフルーツで、水分量も多く体を冷やす食べ物ですが、,,
meat,肉,prezo,warm,そのため肉は全般的に体を温める食べ物ですが,,category
melon,メロン,prezo,cool,体を冷やす果物は暖かい地域で収穫されるものが多く、スイカやメロン、パイナップルなどが代表的です,,
milk,牛乳,prezo,cool,牛乳,,
miso,味噌,prezo,warm,発酵させて納豆や味噌、醤油などにすると体を温める食べ物・食材になります。,,
miso soup,みそ汁,prezo,warm,みそ汁,,dish
natto,納豆,prezo,warm,発酵させて納豆や味噌、醤油などにすると体を温める食べ物・食材になります,,
nira,にら,prezo,warm,たとえば、さつまいもや小松菜、にら、チーズなどは体を温める食べ物のひとつです。,,
nuts,ナッツ類,prezo,warm,ナッツ類,,category
onion,たまねぎ,prezo,warm,たまねぎ,,
orange,オレンジ,prezo,warm,オレンジ、みかん,,
persimmon,柿,prezo,cool,ただし、トマトや柿は体を冷やす特徴があり、暖色系の食べ物でも例外はあります。,,
pineapple,パイナップル,prezo,cool,体を冷やす果物は暖かい地域で収穫されるものが多く、スイカやメロン、パイナップルなどが代表的です,,
pork,豚肉,prezo,cool,豚肉や馬肉は体を冷やす傾向にあります,,
potato,じゃがいも,prezo,warm,じゃがいも,,
pu-erh tea,プーアール茶,prezo,warm,プーアール茶,,
pumpkin,かぼちゃ,prezo,warm,かぼちゃやにんじん、りんごなどは暖色系で体を温める代表的な食べ物,,
rapeseed oil,なたね油,prezo,warm,なたね油,,
red wine,赤ワイン,prezo,warm,赤ワイン,,
red-fleshed fish,赤身魚,prezo,warm,赤身魚（まぐろなど）,,category
rooibos tea,ルイボスティー,prezo,warm,ルイボスティー,,
root vegetable soup,根菜の入ったスープ,prezo,warm,根菜の入ったスープ,,dish
root vegetables,根菜類,prezo,warm,根菜類や発酵食品は体を温めるものが多い,,category
sake,日本酒,prezo,warm,日本酒,,
sansho,山椒,prezo,warm,山椒,,
soy sauce,醤油,prezo,warm,発酵させて納豆や味噌、醤油などにすると体を温める食べ物・食材になります。,,
soybean,大豆,prezo,neutral,大豆には体を温める・冷やす作用はありませんが、,,
spices,香辛料,prezo,warm,少量で体を温めてくれる,,category
sweet potato,さつまいも,prezo,warm,さつまいもや小松菜、にら、チーズなどは体を温める食べ物のひとつです,,
tomato,トマト,prezo,cool,ただし、トマトや柿は体を冷やす特徴があり、暖色系の食べ物でも例外はあります。,,
tuna,まぐろ,prezo,warm,赤身魚（まぐろなど）,,
watermelon,スイカ,prezo,cool,体を冷やす果物は暖かい地域で収穫されるものが多く、スイカやメロン、パイナップルなどが代表的です,,
white fish,白身魚,prezo,neutral,白身魚は温めも冷やしもしないとされています,,category
white rice,白米,prezo,warm,白米のアミノ酸には血管を拡張して体を温めるはたらきがあります,,
